"eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","gsubname3","motive","guncertain1","guncertain2","guncertain3","individual","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
200209180001,2002,9,18,"",0,"",97,"Israel",10,"Middle East & North Africa","Haifa","Umm al-Fahm",32.52021,35.151958,1,0,"","09/18/2002: A Palestinian suicide bomber killed himself and an Israeli policeman in a Palestinian-populated town of Umm al-Fahm, Israel.  Three bystanders were also injured. The target of the attack was unclear as it was suspected that the bomber may have intended to board a bus and detonate his bomb there instead. Militants from the al-Quds Brigades, the militant wing of the Islamic Jihad Movement, claimed responsibility on their website for the attack.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",20,"Unknown",NA,"","Unknown","Unknown",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinian Islamic Jihad (PIJ)","al-Quds Brigades","","","","","Unknown",0,NA,NA,0,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",2,0,1,3,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The perpetrator's intended target was thought to have been a bus, and the reason for the change in target was a security tipoff.  This attack marked the end of a six-week lull in violence in the region, and the Israeli rejection of an Israel-Palestine ceasefire was thought to be the motivation for resumption of attacks.","Justin Huggler,  ""Suicide Attacks Resume After Israel Rejects Ceasefire,"" The Independent, September 19, 2002.","Peter Hirschberg, ""Suicide Bomber Kills Policeman and Himself,"" The Irish Times, September 19, 2002.","Saraya Sarhaddi Nelson, ""Suicide Bomber Shatters Lull With Attack in Israel,"" The Milwaukee Journal Sentinel, September 19, 2002.","CETIS",1,0,0,1,""
200209190001,2002,9,19,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,0,"The incident occurred in a bus on Allenvy St .","09/19/2002: A suicide bomber, suspected to be a Palestinian militant, blew himself up on the No. 4 bus on Allenby Street in Tel Aviv, Israel, killing five and wounding approximately 50 others. Responsibility was claimed by both HAMAS and Islamic Jihad, but neither claim was confirmed.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","Civilians","Israeli Citizens onboard bus No 4 in Tel Aviv",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","Palestinian Islamic Jihad (PIJ)","","","","Unknown",1,1,NA,0,1,0,1,10,"Unknown",1,10,"Unknown",NA,NA,"",1,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",6,0,1,50,0,0,1,3,"Minor (likely < $1 million)",NA,"The extent of the damage to the bus was unspecified.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The main motivation for the attack was thought to have been failed diplomacy in the region.","Prusher, Ilene and Ben Lynfield, ""In Israel A Violent Cycle Restarts,"" The Christian Science Monitor, September 20,2002.","Alan Philips and Ohad Gozani, ""Suicide Bomber Kills 5 on Bus in Tel Aviv,"" The Daily Telegraph, September 20, 2002.","Serge Schmemann, ""Suicide Bomber Kills 5 on Bus in Tel Aviv,"" The New York Times, September 20, 2002.","CETIS",1,0,0,1,""
200210100001,2002,10,10,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,0,"","10/10/2002: After falling unconscious while getting on a bus in Tel Aviv, Israel, a suicide bomber awoke, detonated his belt, killed 1 person and injured 12. Most of the people on the bus were able to escape while the driver held the bomber down.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians on a bus in Tel Aviv, Israel",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,0,1,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",2,0,1,12,0,0,1,3,"Minor (likely < $1 million)",NA,"The bus was damaged.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Laub, Karin, “Botched bomb attack on bus leaves one dead,” The Daily Telegraph Australia), October 11, 2002.","Gozani, Ohad, “Passengers escape as Israeli bus driver tackles suicide bomber,” The Daily Telegraph(London), October 11, 2002.","Bennet, James, “Bus Driver's Frantic Struggle Averts Bloodbath in Tel Aviv,” The New York Times, October 11, 2002.","CETIS",-9,-9,0,-9,""
200210110002,2002,10,11,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,0,"","10/11/2002: U.S. Embassy security guards in Tel Aviv, Israel overpowered a suicide bomber before he was able to detonate his explosive vest.",1,1,1,0,NA,"",0,0,1,3,"Bombing/Explosion",NA,"",NA,"",7,"Government (Diplomatic)",46,"Embassy/Consulate","U.S. Department of State","U.S. Embassy in Tel Aviv, Israel",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,0,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","“Suicide bombing foiled by U.S. Embassy guards,” CanWest Interactive, October 12, 2002.","","","CETIS",-9,-9,0,-9,""
200210150002,2002,10,15,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Beit Shean",32.496086,35.498352,1,1,"Near Beit Shean and Kibbutz Nir David, in the Bet She'an Valley","10/15/2002: Windows on a bus shattered, injuring four passengers, as they traveled near Beit Shean, North District, Israel.  Authorities are unclear whether the incident was the result of a bombing, a shooting, or an accident.  However, members of Popular Front for the Liberation of Palestine (PFLP) claimed responsibility for the incident, claiming it was a shooting.  Specific motive is unknown.",1,1,1,1,4,"Lack of Intentionality",0,1,0,9,"Unknown",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","A bus","A passenger bus traveling near Beit Shean",97,"Israel",14,"Private Citizens & Property",73,"Vehicles/Transportation","Civilians","Civilians on board a passenger bus near Beit Shean",97,"Israel",NA,"",NA,"","","",NA,"","Popular Front for the Liberation of Palestine (PFLP)","","","","","","Unknown",1,NA,NA,0,-99,0,1,10,"Unknown",NA,NA,"",NA,NA,"",0,13,"Unknown",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","The PLFP states it was a shooting, but authorities are not ruling out it was a bombing or an accident.",0,0,0,4,0,0,1,4,"Unknown",NA,"Several windows on the bus were smashed",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Authorities state that the windows may have been broken by debris from a wood chipper.","""Israel: Four bus passengers wounded near kibbutz,"" Voice of Israel, October 15, 2002","""Injuries reported in attack on bus in northern Israel,"" Associated Press Newswires, October 15, 2002","""PFLP claims responsibility for shooting attack in Israel,"" Xinhua, October 15, 2002","UMD Schmid 2012",0,0,0,0,""
200210220001,2002,10,22,"",0,"",97,"Israel",10,"Middle East & North Africa","Haifa","Pardes Hanna",32.473605,34.975094,1,1,"The incident occurred just outside of Pardes Hanna.","10/22/2002: A suicide car bomb exploded next to a passenger bus outside Pardes Hanna, Israel, killing 14 and wounding 50. The Palestinian Islamic Jihad (PIJ) claimed responsibility.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","Civilians","Civilians in a passenger bus outside Pardes Hanna, Israel",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinian Islamic Jihad (PIJ)","","","","","","Unknown",0,NA,NA,0,2,0,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",-9,6,"Explosives",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A jeep with two passengers inside blew up next to the bus.",16,0,2,50,0,0,1,3,"Minor (likely < $1 million)",NA,"The jeep was destroyed and the bus was badly damaged.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Hilder, James, “14 die as suicide bomb tears bus apart,” The Daily Telegraph, October 23, 2002.","Blachor, Deborah, Seimaszko, Corky, “14 KILLED IN ISRAEL SUICIDE BUS BLAST,” Daily News, October 22, 2002.","","CETIS",1,0,0,1,""
200211040001,2002,11,4,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Ashkelon",31.670149,34.575153,1,0,"","11/04/2002: An explosive charge exploded in an Israel border policeman’s car in Ashqelon, Israel. No casualties resulted from this incident.",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",3,"Police",25,"Police Security Forces/Officers","Israeli Border Police","Privately owned car of an Israel border policeman in Ashqelon",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,0,NA,0,0,NA,"",NA,NA,"",NA,NA,"",NA,6,"Explosives",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","An explosive charge exploded in a car in the incident.",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",NA,"A car was exploded in the incident.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Itzik Saban, Roni Shaqed, and Hayim Broida, ""Israel: Man Saved in Ashqelon Bomb Incident; 3 HAMAS Activists Detained in Hebron,” Tel Aviv Yedi'ot Aharonot, November 5, 2002.","""Israel: 2 Dead, 44 Wounded in Kefar Saba Bombing; No One Hurt in Ashqelon Blast,” Jerusalem Voice of Israel Network B, November 4, 2002.","","CETIS",-9,-9,0,-9,""
200211040006,2002,11,4,"",0,"",97,"Israel",10,"Middle East & North Africa","Central","Kefar Sava",32.178344,34.907985,1,0,"","11/04/2002: A suicide bomb attack by a Palestinian killed two people and injured more than 40 in a shopping mall in Kefar Saba, Center District, Israel. An unknown group, the Jerusalem Groups Hebrew (Qvutzot Yerushalayim), linked to Fatah movement claimed responsibility.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Civilians","Israel civilians at a shopping mall in Kefar Saba",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Jerusalem Groups Hebrew (Qvutzot Yerushalayim)","","","","","","Unknown",0,NA,NA,0,1,0,1,10,"Unknown",NA,NA,"",NA,NA,"",-9,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A bomb containing 10 kg of explosives and shrapnel was used in this incident.",3,0,1,40,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Israel: 2 Dead, 44 Wounded in Kefar Saba Bombing; No One Hurt in Ashqelon Blast,” Jerusalem Voice of Israel Network B, November 4, 2002.","""Israeli Radio Reports Claim for Kefar Saba Blast,” BBC Monitoring Middle East – Political, November 5, 2002.","Greg Myre, ""Palestinian Bomber Strikes Israel; Sharon Withstands No-Confidence Votes,” BC cycle, November 4, 2002.","CETIS",0,0,0,0,""
200211100001,2002,11,10,"",0,"",97,"Israel",10,"Middle East & North Africa","Haifa","Metzer",32.440186,35.047702,1,0,"","11/10/2002: At least one perpetrator attacked Metzer kibbutz, Menashe Regional Council, Israel, killing five and injuring seven. The perpetrator was not captured. Al Aqsa Martyrs Brigades, a faction of the Fatah movement, claimed responsibility, yet Fatah disavowed this claim.",1,1,1,0,NA,"",0,1,0,2,"Armed Assault",NA,"",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Civilians","Israeli settlers in Metzer kibbutz",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Al-Aqsa Martyrs Brigade","","","","","","Unknown",0,NA,NA,0,1,0,1,10,"Unknown",NA,NA,"",NA,NA,"",-9,5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","An unspecified type of gun was used in the incident.",5,0,0,7,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Metzer kibbutz is located about four miles north of the self-rule Palestinian town of Tulkarem, reoccupied by the Israeli army at the time of the incident.","""Five Israelis Killed in Kibbutz Shooting Attack According to Police,” AFP, November 11, 2002.","Eitan Hess-Ashkenazi, ""Gunman Kills Five in Israeli Farming Community; Israeli Air Strike Rocks Gaza City,” BC Cycle, November 11, 2002.","""Arafat Faction Disowns Offshoot's Claim of Kibbutz Killings,” AFP, November 11, 2002.","CETIS",1,0,0,1,""
200211170002,2002,11,17,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,1,"","11/17/2002: Tawfiq Fukra, an Israeli Arab man, attempted to hijack a flight traveling from Tel Aviv, Israel to Istanbul, Turkey.  Armed with a pen knife, the assailant attempted to stab a flight attendant and break into the cockpit.  He was overpowered by two security guards and taken into custody upon arrival in Istanbul.  None of the 170 passengers on board the plane were injured in the incident.  The motive behind the attempted hijacking is unknown.",1,1,1,0,NA,"",0,0,0,4,"Hijacking",NA,"",NA,"",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","An El Al flight","An El Al flight traveling between Israel and Turkey",97,"Israel",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Passengers on board an El Al flight traveling between Israel and Turkey",97,"Israel",NA,"",NA,"","","",NA,"","Unknown","","","","","","Unknown",0,NA,NA,1,1,1,0,NA,"",NA,NA,"",NA,NA,"",NA,9,"Melee",23,"Knife or Other Sharp Object",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A pen knife",0,0,0,0,0,0,0,NA,"",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"The assailant's motive for the attempted hijacking is unknown.","""Man Attempts to Hijack El Al Flight,"" Airline Industry Information, November 18, 2002","""Guards Repel Hijack Attempt on Israeli Airliner,"" St. Petersburg Times, November 18, 2002","","UMD Schmid 2012",-9,-9,0,-9,""
200211210004,2002,11,21,"",0,"",97,"Israel",10,"Middle East & North Africa","Jerusalem","Jerusalem",31.771599,35.2034,1,0,"","11/21/2002: Eleven Israeli civilians were killed and 47 injured as a result of a suicide attack on a bus in Jerusalem, Israel. HAMAS military wing claimed responsibility for the attack.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",19,"Transportation",99,"Bus (excluding tourists)","Civilians","Indiscriminate Israeli civilians traveling on a bus in Jerusalem",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","Unknown",0,NA,NA,0,1,0,1,7,"Posted to website, blog, etc.",NA,NA,"",NA,NA,"",-9,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Unspecified weapons were used in the incident.",12,0,1,47,0,0,1,3,"Minor (likely < $1 million)",NA,"A bus was damaged in the incident.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Israel: 11 Killed in Jerusalem Bus Attack; Sharon to Hold Consultation 21 Nov,” Jerusalem Voice of Israel Network B, November 21, 2002.","""HAMAS' Military Wing Claims Responsibility for 21 Nov Jerusalem Bombing,” Palestinian Information Center WWW, November 21, 2002.","Peter Hermann, ""Suicide Bomber Kills 11 in Jerusalem; Crowded Bus Was Filled with Commuters, Students; Army Occupies Bethlehem,” The Baltimore Sun, November 22, 2002.","CETIS",1,0,0,1,""
200211220001,2002,11,22,"",0,"",97,"Israel",10,"Middle East & North Africa","Gaza Strip","Erez",31.558212,34.543305,1,0,"The incident took place off the Erez Crossing.","11/22/2002: A fishing boat with explosives was exploded when intercepted by an Israeli navy patrol off the Erez Crossing, Gaza Strip, Palestine. The two perpetrators on the boat were killed after the explosion. Four Israeli soldiers were injured. The radical group Palestinian Islamic Jihad (PIJ) claimed responsibility for the blast, insisting that the two on the boat were suicide attackers.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",4,"Military",29,"Military Unit/Patrol/Convoy","Israel Navy","Israel navy patrol off the Erez Crossing",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Palestinian Islamic Jihad (PIJ)","","","","","","Unknown",0,NA,NA,0,2,0,1,10,"Unknown",NA,NA,"",NA,NA,"",-9,6,"Explosives",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Unspecified explosives were used in the incident.",2,0,2,4,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Suicide Bomber Blows Self up on Gaza Beach,” Xinhua General News Service, November 23, 2002.","""VOP Cites Israeli Sources on Attack on Israeli Navy Vessel off Gaza Coast,” Gaza Voice of Palestine Second Program, November 23, 2002.","""Israel: 4 Sailors Wounded in Gaza Blast; Soldiers Destroy 2 Houses of Tanzim Men,” Jerusalem Voice of Israel Network B, November 23, 2002.","CETIS",1,0,0,1,""
200211270001,2002,11,27,"",0,"",97,"Israel",10,"Middle East & North Africa","Gaza Strip","Erez",31.558212,34.543305,1,0,"","11/27/2002: A car crashed into an empty building near the Erez Crossing in northern Gaza Strip, Palestine, killing the attacker but causing no casualties. The armed wing of the Popular Front for the Liberation of Palestine (PFLP) claimed responsibility for the incident, confirming that there was a suicide bomber in the car.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",79,"Public Area (garden, parking lot, garage, beach, public building, camp)","Private Property","A building near the Erez Crossing",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Popular Front for the Liberation of Palestine (PFLP)","","","","","","Unknown",0,NA,NA,0,1,0,1,9,"Other",NA,NA,"",NA,NA,"",-9,6,"Explosives",15,"Vehicle",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A car filled with explosives was used in the incident.",1,0,1,0,0,0,1,3,"Minor (likely < $1 million)",NA,"A building was damaged in the incident.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""PFLP Military Branch Claims Failed Gaza Suicide Attack,” Agence France Presse, November 27, 2002.","""Palestinian Car Blows Up in Northern Gaza,” Xinhua General News Service, November 27, 2002.","""Israel: Car Explodes In Gaza Strip Killing ""Suicide Bomber”,” BBC Monitoring International Reports, November 27, 2002.","CETIS",0,0,0,0,""
200211280002,2002,11,28,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Beit Shean",32.496086,35.498352,1,0,"","11/28/2002: In an Israeli election day, perpetrators fired and hurled grenades at people waiting to vote outside a Likud Party office and at the adjacent outdoor bus terminal in Beit Shean, North district, Israel. Six Israelis were killed and around 30 injured. Two perpetrators were also killed in an ensuing firefight with the police. The Al Aqsa Martyrs Brigade, a militia linked to the Fatah movement, claimed responsibility for the attacks.",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",2,"Armed Assault",NA,"",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Civilians","Israelis waiting to vote outside a Likud Party office",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Al-Aqsa Martyrs Brigade","","","","","","The incident was carried out to retaliate against an earlier explosion in the West Bank refugee camp of Jenin.",0,NA,NA,0,2,0,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",-9,6,"Explosives",7,"Grenade",5,"Firearms",5,"Unknown Gun Type",NA,"",NA,"",NA,"",NA,"","Grenades and guns were used in the incident.",8,0,2,30,0,0,-9,4,"Unknown",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","""Israel: 6 Killed in Bet She'an Attack; Likud Voting Booths to Close as Scheduled,” Jerusalem Voice of Israel Network B, November 28, 2002.","Jason Keyser, ""Gunmen Fire at Likud Voters, Passengers at Central Bus Station,” BC cycle, November 28, 2002.","","CETIS",1,0,0,1,""
200212080001,2002,12,8,"",0,"",97,"Israel",10,"Middle East & North Africa","Northern","Zarit",33.098946,35.288591,1,1,"","12/08/2002: An Israeli army jeep exploded as it hit a suspected roadside bomb near Zarit, Israel, on the Israel-Lebanon border, leaving two Israeli soldiers injured. The Group of the Martyr Ramzi Nahra (Ramzi Nahra Martyr Organization) claimed responsibility for the attack in a phone call to the Agence France Presse. Israeli officials suggested that Hizballah was involved in the incident, but Hizballah denied responsibility for the attack.",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",4,"Military",29,"Military Unit/Patrol/Convoy","Israeli Defense Forces","Israeli IDF soldiers on patrol along the Israel-Lebanon border near Zarit",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Ramzi Nahra Martyr Organization","","","","","","The perpetrators claimed to be carrying out the attack in retribution for the death of Ramzi Nahra on December 6, 2002.",0,NA,NA,0,NA,0,1,2,"Call (post-incident)",NA,NA,"",NA,NA,"",-9,6,"Explosives",16,"Unknown Explosive Type",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","A roadside planted explosive device was used in the attack.",0,0,0,2,0,0,1,3,"Minor (likely < $1 million)",NA,"The IDF vehicle was damaged in the incident.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Ramzi Nahra, 45, and his nephew, Elie Issa, 28, were killed on Friday (December 6, 2002) when a bomb exploded as their car passed in southeast Lebanon. Residents in Nahra's home town described him as a drug trafficker who had been a double agent during the Israeli occupation of southern Lebanon. Nahra also reportedly provided Hezbollah with the names of Lebanese allegedly collaborating with Israel and worked for Syria and Israel.","Uri Dan, “Blast Hurts Two Israeli Soldiers,” The New York Post, December 9, 2002.","""Two Israeli soldiers wounded in blast on Lebanese border,” Agence France-Presse, December 8, 2002.","“Lebanese Group Claims Attack on Israeli Patrol Across,” The Daily Star, December 9, 2002.","CETIS",-9,-9,0,-9,""
200301050001,2003,1,5,"",0,"",97,"Israel",10,"Middle East & North Africa","Tel Aviv","Tel Aviv",32.08297,34.811886,1,0,"","01/05/2003: A pair of suicide bombers simultaneous detonated their device in Tel Aviv, Israel, killing at least 22 people not including the bombers and wounding 103 near the old bus station. The area was known as a haven for undocumented foreigners within Israel making an initial count of the casualties hard to determine due to deportation fears among the locals. Responsibility was initially claimed by both HAMAS and the Palestinian Islamic Jihad (PIJ), and later in a statement by the Al-Aqsa Martyrs Brigade, who identified the bombers as Buraq Abdel Rahman Khalifa and Saber al-Nouri.",1,1,1,0,NA,"",0,1,1,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Civilians","Civilians in Tel Aviv, Israel",999,"Multinational",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Al-Aqsa Martyrs Brigade","","Hamas (Islamic Resistance Movement)","","Palestinian Islamic Jihad (PIJ)","","Unknown",0,0,0,0,2,0,1,1,"Letter",1,2,"Call (post-incident)",1,2,"Call (post-incident)",1,6,"Explosives",13,"Suicide (carried bodily by human being)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","",24,0,2,103,0,0,1,3,"Minor (likely < $1 million)",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"Responsibility was claimed by both Islamic Jihad and HAMAS through phone calls after the bombing. The Al-Aqsa Martyrs Brigades later claimed responsibility and posted the names of the two bombers through a fax sent to AFP. It is also suspected that the timing of the attacks suggest an attempt to derail meetings between Fatah and HAMAS.","Alan, Philps, “Twin suicide bombs kill 22 in Tel Aviv,” The Daily Telegraph, January 6, 2003.","“Three Palestinian groups claim Tel Aviv double suicide bombing.” Agence France Presse. January 5, 2003.","“HAMAS, Islamic Jihad, Arafat's Fatah distance themselves from Tel Aviv,” AFX News Limited, January 6, 2003.","CETIS",1,1,1,1,""
200302190001,2003,2,19,"",0,"",97,"Israel",10,"Middle East & North Africa","Southern","Sderot",31.5282,34.596382,1,0,"","02/19/2003: During the afternoon, HAMAS launched four Qassam short-range missiles into southern Israel from the northern Gaza Strip.  The four rockets landed in the town of Sderot, and wounded four Israeli civilians.  After the attack, a HAMAS spokesman in an interview defended the incident by saying they were for defensive purposes only, in response to an Israeli Military raid into the Gaza Strip on the night of 02/18/2003.",1,1,1,0,NA,"",0,1,0,3,"Bombing/Explosion",NA,"",NA,"",14,"Private Citizens & Property",75,"Village/City/Town/Suburb","State of Israel","Town of Sderot",97,"Israel",NA,"",NA,"","","",NA,"",NA,"",NA,"","","",NA,"","Hamas (Islamic Resistance Movement)","","","","","","The attack was in retaliation to an Israeli military raid into the Gaza Strip on February 18, 2003.",0,NA,NA,0,NA,0,1,8,"Personal claim",NA,NA,"",NA,NA,"",-9,6,"Explosives",11,"Projectile (rockets, mortars, RPGs, etc.)",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Four Qassam short-range missiles were fired.",0,NA,0,4,0,0,-9,NA,"",NA,"It is unknown if any property was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,"",NA,"","Adel Zaanoun, ""Rocket fire and car blast rock Mideast after deadly Gaza raid,"" AFP, February 19, 2003.","Margaret Coker, ""Hamas Launches Rockets at Israel in Response to Israeli Incursion,"" Cox News Service, February 19, 2003.","","CETIS",1,0,0,1,""
